ig_id,profile_img,Freq_Day_post,image_sum_comment,image_sum_like_view,image_mean_comment,image_mean_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,video_sum_comment,video_sum_like_view,no_of_hashtag,no_of_content_words,no_of_emoji,no_of_post_alt_words,profile_img_array,image_html_link,image_html_link,Added_HK_IG,political_words,Hong_Kong_words,Food_words,Beauty_words,Sport_words,Travel_words,Music_words,Education_words,Art_words,Acting_words
ekin_cheng_official,scrap_web_details_image/ekin_cheng_official_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165970>,"<img src=""scrap_web_details_image/ekin_cheng_official_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ekin_cheng_official_profile.png"" width=""60"" >",0,,,,,,,,,,
elaine_yiu,scrap_web_details_image/elaine_yiu_profile.png,2.2307638888888888,65.0,4965.0,3.095238095238096,236.42857142857144,17.0,4212.0,17.0,4212.0,17.0,4212.0,13.0,8404.0,117.0,7654.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DF10>,"<img src=""scrap_web_details_image/elaine_yiu_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elaine_yiu_profile.png"" width=""60"" >",3,0.0,0.0,0.0,6.0,0.0,11.0,0.0,2.0,2.0,4.0
elannek930,scrap_web_details_image/elannek930_profile.png,0.0,,,,,69.0,16700.0,69.0,16700.0,69.0,16700.0,2.0,136.0,3.0,200.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153EB0>,"<img src=""scrap_web_details_image/elannek930_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elannek930_profile.png"" width=""60"" >",5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elena1201,scrap_web_details_image/elena1201_profile.png,0.0,,,,,16.0,11000.0,16.0,11000.0,16.0,11000.0,0.0,143.0,4.0,151.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DBE0>,"<img src=""scrap_web_details_image/elena1201_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elena1201_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elenakongmayyee,scrap_web_details_image/elenakongmayyee_profile.png,3.0769212962962964,651.0,27418.0,25.03846153846154,1054.5384615384614,,,,,,,87.0,4219.0,13.0,6097.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E310>,"<img src=""scrap_web_details_image/elenakongmayyee_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elenakongmayyee_profile.png"" width=""60"" >",4,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0
elihanaelia,scrap_web_details_image/elihanaelia_profile.png,3.3846064814814816,189.0,2068.0,11.117647058823527,121.6470588235294,7.0,1651.0,7.0,1651.0,7.0,1651.0,8.0,4838.0,3.0,4981.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276400>,"<img src=""scrap_web_details_image/elihanaelia_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elihanaelia_profile.png"" width=""60"" >",0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
ellagross,scrap_web_details_image/ellagross_profile.png,7.357141203703704,10756.0,4000000.0,768.2857142857143,285714.28571428574,,,,,,,0.0,1618.0,22.0,2887.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276E50>,"<img src=""scrap_web_details_image/ellagross_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ellagross_profile.png"" width=""60"" >",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elleeec,scrap_web_details_image/elleeec_profile.png,0.0,,,,,42.0,3653.0,42.0,3653.0,42.0,3653.0,0.0,3.0,1.0,116.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D880>,"<img src=""scrap_web_details_image/elleeec_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/elleeec_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ellirose,scrap_web_details_image/ellirose_profile.png,2.0769212962962964,314.0,43654.0,13.083333333333334,1818.9166666666667,39.0,3628.0,39.0,3628.0,39.0,3628.0,11.0,9913.0,27.0,8380.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CA30>,"<img src=""scrap_web_details_image/ellirose_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ellirose_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
em_____________,scrap_web_details_image/em______________profile.png,0.0,,,,,2.0,881.0,2.0,881.0,2.0,881.0,3.0,153.0,0.0,139.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811658B0>,"<img src=""scrap_web_details_image/em______________profile.png"" width=""60"" >","<img src=""scrap_web_details_image/em______________profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emilylam.ho,scrap_web_details_image/emilylam.ho_profile.png,11.857141203703703,129.0,5947.0,18.428571428571427,849.5714285714286,,,,,,,19.0,2763.0,11.0,2836.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E160>,"<img src=""scrap_web_details_image/emilylam.ho_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/emilylam.ho_profile.png"" width=""60"" >",0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
emilyszemei,scrap_web_details_image/emilyszemei_profile.png,1.6538425925925926,286.0,91428.0,13.61904761904762,4353.714285714285,22.0,1883.0,22.0,1883.0,22.0,1883.0,30.0,11857.0,108.0,8794.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174F40>,"<img src=""scrap_web_details_image/emilyszemei_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/emilyszemei_profile.png"" width=""60"" >",8,0.0,11.0,1.0,16.0,3.0,6.0,0.0,1.0,0.0,3.0
emjay_bymichaelsmith,scrap_web_details_image/emjay_bymichaelsmith_profile.png,0.0,,,,,1.0,48.0,1.0,48.0,1.0,48.0,24.0,596.0,2.0,569.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EE20>,"<img src=""scrap_web_details_image/emjay_bymichaelsmith_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/emjay_bymichaelsmith_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
equeen1113,scrap_web_details_image/equeen1113_profile.png,4.86363425925926,0.0,0.0,0.0,0.0,21.0,1359.0,21.0,1359.0,21.0,1359.0,0.0,1942.0,7.0,3438.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115ED60>,"<img src=""scrap_web_details_image/equeen1113_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/equeen1113_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0
esquirehk,scrap_web_details_image/esquirehk_profile.png,0.1923032407407407,251.0,11294.0,10.91304347826087,491.0434782608696,9.0,18000.0,9.0,18000.0,9.0,18000.0,339.0,19866.0,19.0,13481.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E520>,"<img src=""scrap_web_details_image/esquirehk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/esquirehk_profile.png"" width=""60"" >",0,0.0,5.0,0.0,7.0,11.0,3.0,8.0,1.0,22.0,2.0
esteelauder_hk,scrap_web_details_image/esteelauder_hk_profile.png,0.0,,,,,15.0,18537.0,15.0,18537.0,15.0,18537.0,2.0,239.0,7.0,385.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E2B0>,"<img src=""scrap_web_details_image/esteelauder_hk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/esteelauder_hk_profile.png"" width=""60"" >",0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
esther_xinti,scrap_web_details_image/esther_xinti_profile.png,1.8461458333333332,1220.0,374000.0,50.833333333333336,15583.333333333334,135.0,142307.0,135.0,142307.0,135.0,142307.0,13.0,6767.0,72.0,6631.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C760>,"<img src=""scrap_web_details_image/esther_xinti_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/esther_xinti_profile.png"" width=""60"" >",0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,7.0,0.0,0.0
explore_hongkong,scrap_web_details_image/explore_hongkong_profile.png,0.0,,,,,1.0,87.0,1.0,87.0,1.0,87.0,23.0,2475.0,6.0,199.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174A60>,"<img src=""scrap_web_details_image/explore_hongkong_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/explore_hongkong_profile.png"" width=""60"" >",1,0.0,6.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
f.o.v_,scrap_web_details_image/f.o.v__profile.png,0.0,,,,,323.0,67000.0,323.0,67000.0,323.0,67000.0,2.0,658.0,1.0,379.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D8B0>,"<img src=""scrap_web_details_image/f.o.v__profile.png"" width=""60"" >","<img src=""scrap_web_details_image/f.o.v__profile.png"" width=""60"" >",0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
facda,scrap_web_details_image/facda_profile.png,0.5,24.0,483.0,6.0,120.75,0.0,52.0,0.0,52.0,0.0,52.0,35.0,3496.0,15.0,2663.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284070>,"<img src=""scrap_web_details_image/facda_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/facda_profile.png"" width=""60"" >",7,0.0,2.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0
falachenfala,scrap_web_details_image/falachenfala_profile.png,0.0,,,,,1.0,57.0,1.0,57.0,1.0,57.0,4.0,242.0,0.0,222.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08114DCD0>,"<img src=""scrap_web_details_image/falachenfala_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/falachenfala_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farhanfirms,scrap_web_details_image/farhanfirms_profile.png,0.0,,,,,47.0,21600.0,47.0,21600.0,47.0,21600.0,1.0,560.0,1.0,562.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165130>,"<img src=""scrap_web_details_image/farhanfirms_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/farhanfirms_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feannasswag,scrap_web_details_image/feannasswag_profile.png,0.0,,,,,8.0,211.0,8.0,211.0,8.0,211.0,0.0,8.0,2.0,188.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117ED00>,"<img src=""scrap_web_details_image/feannasswag_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/feannasswag_profile.png"" width=""60"" >",14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
felicetrips,scrap_web_details_image/felicetrips_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CC10>,"<img src=""scrap_web_details_image/felicetrips_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/felicetrips_profile.png"" width=""60"" >",1,,,,,,,,,,
fen_yuen,scrap_web_details_image/fen_yuen_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812849D0>,"<img src=""scrap_web_details_image/fen_yuen_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fen_yuen_profile.png"" width=""60"" >",0,,,,,,,,,,
fhproductionhk,scrap_web_details_image/fhproductionhk_profile.png,0.0,,,,,5.0,2697.0,5.0,2697.0,5.0,2697.0,2.0,56.0,0.0,56.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811536D0>,"<img src=""scrap_web_details_image/fhproductionhk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fhproductionhk_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fionavibes,scrap_web_details_image/fionavibes_profile.png,0.0,,,,,15.0,146.0,15.0,146.0,15.0,146.0,26.0,710.0,8.0,710.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165E20>,"<img src=""scrap_web_details_image/fionavibes_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fionavibes_profile.png"" width=""60"" >",6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
fit1world,scrap_web_details_image/fit1world_profile.png,0.0,,,,,2.0,234.0,2.0,234.0,2.0,234.0,16.0,686.0,19.0,692.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174760>,"<img src=""scrap_web_details_image/fit1world_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fit1world_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiveson5,scrap_web_details_image/fiveson5_profile.png,0.0,,,,,62.0,5411.0,62.0,5411.0,62.0,5411.0,1.0,241.0,1.0,241.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E9D0>,"<img src=""scrap_web_details_image/fiveson5_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fiveson5_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
florinda.ho,scrap_web_details_image/florinda.ho_profile.png,0.0,13.0,465.0,13.0,465.0,,,,,,,0.0,1.0,1.0,183.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174610>,"<img src=""scrap_web_details_image/florinda.ho_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/florinda.ho_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foodartproject,scrap_web_details_image/foodartproject_profile.png,0.0,,,,,5.0,577.0,5.0,577.0,5.0,577.0,30.0,990.0,0.0,195.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116D1C0>,"<img src=""scrap_web_details_image/foodartproject_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/foodartproject_profile.png"" width=""60"" >",0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
foodki.may,scrap_web_details_image/foodki.may_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174460>,"<img src=""scrap_web_details_image/foodki.may_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/foodki.may_profile.png"" width=""60"" >",0,,,,,,,,,,
foodsearchers,scrap_web_details_image/foodsearchers_profile.png,1.5769212962962964,279.0,13575.0,10.73076923076923,522.1153846153846,,,,,,,59.0,23164.0,202.0,14449.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165460>,"<img src=""scrap_web_details_image/foodsearchers_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/foodsearchers_profile.png"" width=""60"" >",0,0.0,6.0,95.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0
footballnewsexpress,scrap_web_details_image/footballnewsexpress_profile.png,0.0,,,,,6.0,6335.0,6.0,6335.0,6.0,6335.0,1.0,266.0,0.0,403.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08116DB80>,"<img src=""scrap_web_details_image/footballnewsexpress_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/footballnewsexpress_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
francois.delaire,scrap_web_details_image/francois.delaire_profile.png,0.0,,,,,760.0,962000.0,760.0,962000.0,760.0,962000.0,18.0,452.0,0.0,452.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276F70>,"<img src=""scrap_web_details_image/francois.delaire_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/francois.delaire_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fredcheng83,scrap_web_details_image/fredcheng83_profile.png,0.0,,,,,8.0,159.0,8.0,159.0,8.0,159.0,0.0,66.0,0.0,163.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115E070>,"<img src=""scrap_web_details_image/fredcheng83_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fredcheng83_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fridaylahk,scrap_web_details_image/fridaylahk_profile.png,3.461527777777777,5252.0,6992.0,202.0,268.9230769230769,,,,,,,664.0,43334.0,2001.0,30671.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EE80>,"<img src=""scrap_web_details_image/fridaylahk_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fridaylahk_profile.png"" width=""60"" >",0,0.0,45.0,205.0,0.0,1.0,34.0,16.0,0.0,0.0,0.0
fungblackandwhite,scrap_web_details_image/fungblackandwhite_profile.png,0.0,,,,,9.0,95.0,9.0,95.0,9.0,95.0,0.0,41.0,1.0,41.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117EFA0>,"<img src=""scrap_web_details_image/fungblackandwhite_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fungblackandwhite_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fungpoyan,scrap_web_details_image/fungpoyan_profile.png,3.5769212962962964,534.0,38171.0,21.36,1526.84,42.0,2516.0,42.0,2516.0,42.0,2516.0,24.0,9089.0,62.0,7782.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812768B0>,"<img src=""scrap_web_details_image/fungpoyan_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/fungpoyan_profile.png"" width=""60"" >",11,0.0,1.0,1.0,9.0,1.0,0.0,1.0,6.0,9.0,1.0
garyveechinese,scrap_web_details_image/garyveechinese_profile.png,0.0,,,,,6.0,47.0,6.0,47.0,6.0,47.0,0.0,41.0,0.0,41.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165EE0>,"<img src=""scrap_web_details_image/garyveechinese_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/garyveechinese_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gedition.co,scrap_web_details_image/gedition.co_profile.png,3.333333333333333,40.0,357.0,1.7391304347826086,15.521739130434783,27.0,54000.0,27.0,54000.0,27.0,54000.0,46.0,33624.0,18.0,21887.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C040>,"<img src=""scrap_web_details_image/gedition.co_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/gedition.co_profile.png"" width=""60"" >",1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
georgiakategordon,scrap_web_details_image/georgiakategordon_profile.png,0.0,,,,,13.0,1063.0,13.0,1063.0,13.0,1063.0,0.0,91.0,0.0,212.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081174BE0>,"<img src=""scrap_web_details_image/georgiakategordon_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/georgiakategordon_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gigi_ggggg,scrap_web_details_image/gigi_ggggg_profile.png,0.0,,,,,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,130.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08117E040>,"<img src=""scrap_web_details_image/gigi_ggggg_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/gigi_ggggg_profile.png"" width=""60"" >",15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ginleeginlee,scrap_web_details_image/ginleeginlee_profile.png,0.0,,,,,297.0,114000.0,297.0,114000.0,297.0,114000.0,0.0,119.0,1.0,121.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08115EDF0>,"<img src=""scrap_web_details_image/ginleeginlee_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/ginleeginlee_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goodasgoldliving,scrap_web_details_image/goodasgoldliving_profile.png,13.5,14.0,383.0,7.0,191.5,,,,,,,61.0,1813.0,0.0,326.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0811744C0>,"<img src=""scrap_web_details_image/goodasgoldliving_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/goodasgoldliving_profile.png"" width=""60"" >",0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
gracechowwwww,scrap_web_details_image/gracechowwwww_profile.png,4.818171296296296,1000.0,340000.0,90.9090909090909,30909.090909090908,,,,,,,0.0,249.0,3.0,2581.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081284E20>,"<img src=""scrap_web_details_image/gracechowwwww_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/gracechowwwww_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graceip,scrap_web_details_image/graceip_profile.png,2.269224537037037,214.0,4570.0,11.263157894736842,240.52631578947367,11.0,3395.0,11.0,3395.0,11.0,3395.0,38.0,3443.0,66.0,3646.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276640>,"<img src=""scrap_web_details_image/graceip_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/graceip_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
grandmama.store,scrap_web_details_image/grandmama.store_profile.png,0.0,,,,,3.0,3234.0,3.0,3234.0,3.0,3234.0,10.0,648.0,0.0,95.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA0812768E0>,"<img src=""scrap_web_details_image/grandmama.store_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/grandmama.store_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greenmonday.david,scrap_web_details_image/greenmonday.david_profile.png,6.411759259259259,171.0,4344.0,12.214285714285714,310.2857142857143,19.0,1984.0,19.0,1984.0,19.0,1984.0,341.0,14772.0,21.0,8206.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127CE80>,"<img src=""scrap_web_details_image/greenmonday.david_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/greenmonday.david_profile.png"" width=""60"" >",0,0.0,1.0,64.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
gta5ous,scrap_web_details_image/gta5ous_profile.png,0.0,,,,,,,,,,,,,,,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276130>,"<img src=""scrap_web_details_image/gta5ous_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/gta5ous_profile.png"" width=""60"" >",0,,,,,,,,,,
guillaumemabilleau,scrap_web_details_image/guillaumemabilleau_profile.png,1.8076851851851847,147.0,8715.0,5.653846153846154,335.1923076923077,,,,,,,13.0,4640.0,10.0,4539.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081276220>,"<img src=""scrap_web_details_image/guillaumemabilleau_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/guillaumemabilleau_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
guruhung,scrap_web_details_image/guruhung_profile.png,0.0,,,,,8.0,228.0,8.0,228.0,8.0,228.0,3.0,302.0,5.0,172.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081153670>,"<img src=""scrap_web_details_image/guruhung_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/guruhung_profile.png"" width=""60"" >",0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
gwendolyn.spot,scrap_web_details_image/gwendolyn.spot_profile.png,0.0,,,,,79.0,2506.0,79.0,2506.0,79.0,2506.0,0.0,105.0,0.0,208.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA081165100>,"<img src=""scrap_web_details_image/gwendolyn.spot_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/gwendolyn.spot_profile.png"" width=""60"" >",9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
haiirplay,scrap_web_details_image/haiirplay_profile.png,0.3846064814814814,137.0,41561.0,5.269230769230769,1598.5,,,,,,,3.0,7939.0,115.0,7196.0,<PIL.Image.Image image mode=RGB size=100x100 at 0x7FA08127C7F0>,"<img src=""scrap_web_details_image/haiirplay_profile.png"" width=""60"" >","<img src=""scrap_web_details_image/haiirplay_profile.png"" width=""60"" >",0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
