,ig_id,name,ig_description,no_of_post,no_of_follower,no_of_following,profile_img
275,tarikedizofficial,Tarik Ediz,"['服裝（品牌）', 'Tarik Ediz is a designer brand focused on unique quality designs. Operating in 5 continents and 95+ countries.', '📞+905382311595', 'www.tarikediz.com']",3331,431000.0,170,scrap_web_details_image/tarikedizofficial_profile.png
276,sharonchanmanchi,𝑺𝒉𝒂𝒓𝒐𝒏 𝑪𝒉𝒂𝒏 陳 敏 之,"['演員', '𝑾𝒐𝒓𝒌 𝑰𝒏𝒒𝒖𝒊𝒓𝒊𝒆𝒔:', '𝑷𝒉𝒐𝒏𝒆: (852) 94979172', '𝒌𝒆𝒏𝒏𝒆𝒕𝒉.𝒘𝒐𝒏𝒈@𝒕𝒗𝒃.𝒄𝒐𝒎.𝒉𝒌', '𝑽 𝒄𝒉𝒂𝒕: 𝒌𝒆𝒏𝒏𝒆𝒕𝒉𝒘𝒐𝒏𝒈221', 'www.youtube.com/channel/UCd60ftRGZzA3aiF_tjxVFbA']",3792,688000.0,603,scrap_web_details_image/sharonchanmanchi_profile.png
277,llokmann,Lokman Yeung,"['藝術家', '🕺🏻🕺🏻🕺🏻🕺🏻🕺🏻', 'mirror.weare 在追蹤']",1757,236000.0,1257,scrap_web_details_image/llokmann_profile.png
278,theyeechoo,YEECHOO,"['Designers Clothing Rental 💙', 'www.yeechoo.com']",892,22000.0,214,scrap_web_details_image/theyeechoo_profile.png
279,santiagokwok12,YuKai Kwok,"['數位創作者', 'Design . Video . Photo //', 'If you give a little love, You can get a little love of your own . 讓你的心靈紀錄美景，而不僅僅是相機.', '@santiagokwok_photo']",263,1443.0,3659,scrap_web_details_image/santiagokwok12_profile.png
280,yanyan_c,Yanyan C,"['部落客', '🇭🇰 @sforsister.s 👗', '🍣 @eatwithyanyan', '🎥YouTube:Yanyan C', 'ʙᴇᴀᴜᴛʏ💄 ғᴏᴏᴅ ᴀᴅᴅɪᴄᴛ 🍽 ᴛʀᴀᴠᴇʟ✈️ 𝓶𝓸𝓭𝓮𝓵🎥', 'Job enquiry: 📧', 'youtu.be/Ru7dBkXfqvI']",2102,121000.0,2148,scrap_web_details_image/yanyan_c_profile.png
281,mr_n_mrs_moon,Mr n Mrs Moon,"['數位創作者', 'Pray for Ukraine 🇺🇦', '٩( ᐛ ) 平凡日常中找到點點趣味 ( ᐖ )۶', '\u202a| ᐕ)⁾⁾如非授權請勿轉載.ᐟ.ᐟ.ᐟ.ᐟ', '📮 info@mrnmrsmoon.com', '🟡 趣怪週邊正式登錄網店.ᐟ👇', 'mrnmrsmoon.com']",135,108000.0,1,scrap_web_details_image/mr_n_mrs_moon_profile.png
282,jerry_liu,JerryLiusir,['1/3個歌手，1/3個炒家，1/3個老師'],94,2327.0,208,scrap_web_details_image/jerry_liu_profile.png
283,theartofplating,The Art of Plating,"['Food as form of high art #TheArtOfPlating', '🎥: Work with us @madebyfare', '🎙: Listen to our podcast @itsonthepass', 'theartofplating.com']",2775,909000.0,1397,scrap_web_details_image/theartofplating_profile.png
284,leoku,古巨基 Leo Ku,"['《亂世情侶》MV👇🏻', 'youtu.be/TWkVtt0Q5OU']",559,150000.0,83,scrap_web_details_image/leoku_profile.png
285,licharlia,MeiMei👸,"['🇬🇧Brighton 🇨🇭Leysin 🇺🇸Seattle', '+(852) Charlia👧🏻', '#travelholic ✈️ The Only ACC!']",601,2064.0,840,scrap_web_details_image/licharlia_profile.png
286,cherryhui0925,ᴄʜᴇʀʀʏ仔𓆈,"['攝影師', '做一個善良的人比什麼都重要', '@gem0816 @hztttao @lucas_xx444 ♡︎']",45,1288.0,417,scrap_web_details_image/cherryhui0925_profile.png
287,pamelacheung,Pamela Cheung,"['Fashion , lifestyle & beauty ,', 'going to be mom of two 👩\u200d👦\u200d👦.', '📧 stephen@ndm.com.hk', 'www.pamelacheung.com']",4278,193000.0,865,scrap_web_details_image/pamelacheung_profile.png
288,kwcmh,KW 朱敏希🌞,"['遊戲玩家', '成品:', '除左你自己係《沒有人可以為你的幸福負責》', '最憎比人《情緒勒索》', '做人要《對得起自己》', '呢個世界係《沒有無緣無故的恨》', '美好既野總係《期間限定》', '有病徵就要自我《隔離》做番隻《角落生物》', '無常之中有啲野只可以講《暫定》', '講分手可以講《分開下》.. 等🎵', 'youtu.be/xZobfvnVrbM']",26,2211.0,444,scrap_web_details_image/kwcmh_profile.png
289,rene_superawesome,超 強 René,"['影片創作者', 'Taiwanese YouTuber【超強系列】', '🎥合作邀請 superawesome@capsuleinc.cc', '🌏文化交流/✈️旅遊日誌/👥語言學習', '中/Eng/한/ ไทย/日/粵/閩', 'www.cmer.co/collections/%e8%b6%85%e7%99%a2%e6%83%85%e4%be%b6%e7%b3%bb%e5%88%97']",1087,62000.0,1280,scrap_web_details_image/rene_superawesome_profile.png
290,privatezoo,舒文ZooMusic,"['Schumann Lee, Record Producer in Hong Kong 香港流行音樂專業製作人，唱片監製舒文', 'www.zoomusic.hk']",3575,16000.0,1922,scrap_web_details_image/privatezoo_profile.png
291,_kisang_,Anson Kong 江𤒹生,"['公眾人物', '|TeamAK☣️ | FOMOStudio♾ | KYUBI🦊 |', '🦊@_kyubi_official', '🕺🏼@dancebeat_studio', '🎥@fomostudiohk', '©️YouTube Channel©️', 'www.youtube.com/user/Ansonkong1016', 'mirror.weare 在追蹤']",1059,365000.0,600,scrap_web_details_image/_kisang__profile.png
292,teodorta,Teodor | Luxury Hotel & Pools,"['攝影師', '💫 Get inspiration for your next vacation 🏖', '💫 All images are created by me', '💌 DM for shooting collab']",248,913000.0,6229,scrap_web_details_image/teodorta_profile.png
293,mai.journal,Mai,"['個人部落格', '🇯🇵Japanese influencer(HongKong⇄Tokyo)', '📩 info@hunggy.com (HKG/ENG/JPN) or DM', '🌲 YouTube(100万人),IGで日本や香港の情報など発信中', '☟YouTube☟', 'www.youtube.com/user/JStud1o']",1257,70000.0,692,scrap_web_details_image/mai.journal_profile.png
294,crayon_shinchan1314,蠟筆小新語錄,"['個人部落格', '🐰 @bunny.0120', '小新才是猛男該看的❤️', '#語錄 #蠟筆小新', 'www.facebook.com/-104865911835735']",954,206000.0,3,scrap_web_details_image/crayon_shinchan1314_profile.png
295,jungraphy_,Junya Watanabe / Tokyo 🇯🇵,"['藝術家', 'Art of Nightphotography', 'Gear : @sonyalpha', '撮影依頼 :DM or junyawtmanagement@gmail.com', 'Get my NFTs Preset here👇', 'junyawt.com']",577,275000.0,514,scrap_web_details_image/jungraphy__profile.png
296,yogachung,𝕄𝕒𝕣𝕘𝕒𝕣𝕖𝕥 𝕃𝕂 ℂ𝕙𝕦𝕟𝕘 鍾麗淇,"['𝕐𝕠𝕘𝕒𝕄𝕠𝕞', '𝔸𝕞𝕓𝕒𝕤𝕤𝕒𝕕𝕠𝕣 𝕗𝕠𝕣 ℝ𝔻𝔸 ℍ𝕂', '𝔽𝕠𝕦𝕟𝕕𝕖𝕣 𝕠𝕗 𝔹𝔼𝕐𝕆ℕ𝔻 𝔽𝕠𝕦𝕟𝕕𝕒𝕥𝕚𝕠𝕟', '@beyondfoundationhk', '𝔽𝕒𝕔𝕖𝕓𝕠𝕠𝕜 @yogachungfb', '𝕐𝕠𝕦𝕋𝕦𝕓𝕖', 'youtube.com/user/yogabb']",671,60000.0,494,scrap_web_details_image/yogachung_profile.png
297,joanneyew_,JOANNE YEW 尤鳯音,"['演員', 'Actress - Joanneyew.passion@gmail.com']",1014,124000.0,7504,scrap_web_details_image/joanneyew__profile.png
298,playmaker,Playmaker HQ,"['Shoot Your Shot™️', 'Shop: @theplaymakerbrand', 'Text me: 305-363-1675', 'IG: @playmakerhoops, @sports, @playmakerbetting', 'TikTok: playmaker', 'Make plays ⬇️', 'playmkr.co/hq']",12000,3173000.0,536,scrap_web_details_image/playmaker_profile.png
299,ww917,Wai Wong,"['運動員', '29|', 'HONG KONG U23 FOOTBALL TEAM (ON LOAN)', 'HONG KONG NATIONAL TEAM', '2013-14 最佳年青球員', '2017-18 年度最佳十一人（中場）', '2018-19年度最佳十一人（中場）']",163,3889.0,758,scrap_web_details_image/ww917_profile.png
300,kikomilano,KIKO Milano Official,"['Italian make up and skincare brand born in Milan', 'No. 1 Make up brand in Italy', 'Make up 99,9% Made In Europe', '💋 Tag #KIKOMilano', 'Find your store 👇', 'bit.ly/KIKOStores']",7921,4987000.0,563,scrap_web_details_image/kikomilano_profile.png
301,lokyi_mui,🎈dreamer,"['演員', '岑樂怡👧🏻Bonde Sham', 'CarpeDiem', '🇭🇰♻️🌎⛰👇🏻', 'youtu.be/hth_A-_Kvws']",1383,46000.0,672,scrap_web_details_image/lokyi_mui_profile.png
302,as1.entertainment,娛壹 as1.entertainment,"['沒有大台，這回我們變成自媒體。', '娛壹，希望給你一點甜。', '聯絡我們：asone.enquiry@gmail.com', 'asone.project01@gmail.com （廣告查詢）', 'www.patreon.com/as1_entertainment']",2429,187000.0,61,scrap_web_details_image/as1.entertainment_profile.png
303,rositakpyy,Rosita Kwok 郭栢妍,"['👑Miss Hong Kong 2020🥉', '🏫HKU Food industry', 'Work enquires Amy 9494 2221', '@rositakwok_fansclub', '@rositakwok_officialfc', '@rositakwok_officialfansclub']",217,61000.0,1354,scrap_web_details_image/rositakpyy_profile.png
304,ameyummycollection,Ame-Yummy's collection of food,"['個人部落格', 'Hi!👻', ""My name is Ame-Yummy! I'm kitten😸I love yum-yum🍰🍩 It's my collection of the most delicious food!😋"", '⠀', 'Welcome!🐾', '⠀', 'For advertising 👉👉👉DM, email📩']",5255,492000.0,21,scrap_web_details_image/ameyummycollection_profile.png
305,hakkaphil,Philip Lee,['UK born Hakka Lad based in HK. My iPhone pics. Long captions. Thoughts. Culture. Family. Sport. Travel. HK. Food. People. Arsenal FC'],735,198000.0,95,scrap_web_details_image/hakkaphil_profile.png
306,awansauce,Alan Wan 溫家偉,"['演員', '📍SG / HK', 'Represented by @flyentertains | Twitter @AlanWan', 'vt.tiktok.com/ZSePPSxF1', 'babyjohnchoi 在追蹤']",2484,84000.0,1420,scrap_web_details_image/awansauce_profile.png
307,jacquelinewong0205,Jacqueline Wong,"['Jac Jac', '@lapromiskinhk 💞', 'www.lapromiskin.com.hk']",2497,12000.0,2199,scrap_web_details_image/jacquelinewong0205_profile.png
308,andreaso_,Andrea So 蘇韻姿,"['演員', '🦄|🍁', 'youtu.be/CtTOJCcsrKw', 'hinscheung 在追蹤']",1789,150000.0,1652,scrap_web_details_image/andreaso__profile.png
309,fen_yuen,袁劍偉,"['電影導演', '電影導演。廣告導演。編劇', '#袁劍偉 #死因無可疑 #暗色天堂']",26,2976.0,11,scrap_web_details_image/fen_yuen_profile.png
310,janetagram,Janet Hsieh,"['TV host 主持人, actor 演員, producer, author, violinist, mommy #janethsieh #janethsieh謝怡芬']",3662,545000.0,870,scrap_web_details_image/janetagram_profile.png
311,keyforfood,🌟KEYFORFOOD | 食好野最開心❤️,"['媒體', '🔑 食肥玩飽', '📧 keyforfood@gmail.com / DM', 'www.facebook.com/keyforfood']",1198,83000.0,416,scrap_web_details_image/keyforfood_profile.png
312,orlinskishop,ORLINSKI SHOP 🦍,"['購物與零售', 'By @richardorlinski⚡️', '#OrlinskiCommunity', 'orlinskishop.com']",151,62000.0,10,scrap_web_details_image/orlinskishop_profile.png
313,wuyanching,胡恩晴𝒦𝒶𝓃𝓃𝒶𝓈 𝒲𝓊🌻,"['作家', '♡ ⓚⓐⓝⓝⓐⓢ ♡', 'Not Kannes, Kannis or Kennas', '__________________________', '💌kannasw.job@gmail.com♥', 'linktr.ee/wuyanching']",846,16000.0,805,scrap_web_details_image/wuyanching_profile.png
314,natgeointhefield,Nat Geo in the Field,"['What’s it take to create a @natgeo photograph?', 'natgeo.com/inthefield']",4027,14400000.0,4,scrap_web_details_image/natgeointhefield_profile.png
315,blissmeetingfilm,BlissMeetingFilm,"['攝影師', '#幸福遇見攝 《+》', '凝住影像 捕捉每個動心的幸福瞬間', '創造一個寫不完又有味道幸福的故事', '攝影服務：', '｜婚紗｜婚禮｜旗袍｜情侶｜', '｜孕婦｜家庭｜畢業｜海外｜', 'WhatsApp: 6889 3784', 'Crew 購買攝影服務，可享9折優惠', 'www.blissmeetingfilm.com']",946,12000.0,924,scrap_web_details_image/blissmeetingfilm_profile.png
316,kimmanw,Kimman 黃劍文,"['音樂家／樂團', 'HK Singer 🎤 Songwriter #黃劍文', '#全民造星3 #電視劇 #我們之間', '演出 / 工作聯絡：9800 3123 @jojoba27 JoJo Chan', 'Love Life-Love Music #忘記背後努力面前 @kimmanwongfans @kimman.light', 'm.facebook.com/kimmanmusic/?locale2=zh_HK', 'zenokoo 和 mikeeeee___ 都在追蹤']",6024,20000.0,2178,scrap_web_details_image/kimmanw_profile.png
317,herachann,陳曉華,"['攝影師', 'H🧚🏻\u200d♀️', '𝐴𝑐𝑡𝑟𝑒𝑠𝑠', '𝑀𝑎𝑛𝑠𝑖 𝑇𝑜: 𝟡𝟚𝟝𝟙𝟝𝟝𝟡𝟡', '🕯Candle lover @homera.home.era🕯', 'youtu.be/VnDOa3TJVmE']",552,173000.0,699,scrap_web_details_image/herachann_profile.png
318,lqamy,Amy Lo 盧慧敏🌱,"['Practice mindfulness.', '@stylemgt']",931,104000.0,737,scrap_web_details_image/lqamy_profile.png
319,limankit_lizli,Liz Li,"['藝術家', '#model', '#foodie', '@viutv #最後一屆口罩小姐選舉 #肥妹', '#error自肥企画 #鹹濕荒島俏博士 #小助手liz', '#水著考有feel', '#囝囝囡囡730 (代班主持)', '#賭命夫妻', '📮limankit_lizli@yahoo.com.hk', 'youtube.com/channel/UCbjpANueHnBj4qOb-kdma3w']",182,48000.0,1777,scrap_web_details_image/limankit_lizli_profile.png
320,gracechowwwww,周揚青 GRACE CHOW,"['📧 ：Studio.lil.chow@outlook.com', '@code.mint.beauty', '27歲九局下半 我把帽子反戴還在期待逆轉.', 'gracechow.taobao.com']",3150,2284000.0,271,scrap_web_details_image/gracechowwwww_profile.png
321,szetosifu,司徒夾帶,"['人像攝影企劃￼：', 'www.patreon.com/szetosifu']",2068,52000.0,388,scrap_web_details_image/szetosifu_profile.png
322,saxyphil,Phil Lam 林奕匡,"['藝術家', 'HK singer-songwriter 🎷', '工作聯絡: clara.lam@sonymusic.com', 'New EP is out! <PHILOSOPHY >', '⬇️Link to listen', 'linktr.ee/phillam', 'babyjohnchoi 、 hinscheung 和 mikeeeee___ 都在追蹤']",4355,153000.0,928,scrap_web_details_image/saxyphil_profile.png
323,miyeonjj,정미연,"['藝術家', '#홈트 만으로 몸 만들기', '#\u200d운동하는직장인', '#홈트시스터', '#데일리습관홈트 저자', 'naver.me/FS9RUjuc']",371,111000.0,70,scrap_web_details_image/miyeonjj_profile.png
324,mingfai_yick,🅵🅰🅸 👻,"['舞者', '💙👻🇭🇰', '𝔇𝔞𝔫𝔠𝔦𝔫𝔤 𝔦𝔰 𝔊𝔬𝔬𝔡 🎭', 'hinscheung 在追蹤']",32,3963.0,339,scrap_web_details_image/mingfai_yick_profile.png
325,siuhinng,吳肇軒,"['演員', '吳肇軒', '-畢業於香港演藝學院', '-演員', '-人生目標是成為一個 好人 以及 好演員', 'Please contact Michelle KO : 97329499', 'Email address : komichelle117@gmail.com', 'www.facebook.com/pageofsiuhinng', 'zenokoo 、 babyjohnchoi 和 hinscheung 都在追蹤']",1109,32000.0,796,scrap_web_details_image/siuhinng_profile.png
326,candies_wawa,肥蛙工廠耍廢小組@蛙妹👧🏻candies ( ´◔ ‸◔'),"['個人部落格', '有得瞓唔會坐 有得坐我唔會企🤓', '•YouTube Channel: CandiesWawa', '•Facebook: Candies wawa', '📮job contact: 52608293 whatsapp']",194,140000.0,268,scrap_web_details_image/candies_wawa_profile.png
327,yangyangfavour,🌻♡Y♡A♡N♡G♡🌻 杨洋,"['☞this is ♛ FAN ACCOUNT ♛ ☜', 'Yang Yang’s ins : @yang_0099', '🇨🇳 ACTOR ( 1991 09 09)', '♡羊毛 ☁', '❤ 🐑 🐑 ❤', ""YangYang's weibo☞"", 'weibo.com/u/1815418641']",829,466000.0,1,scrap_web_details_image/yangyangfavour_profile.png
328,no7,Ceci N. | @no7,"['數位創作者', 'MAKING PICTURES', 'Founder | @SENSE7STUDIO', 'no7ceci@gmail.com']",4344,185000.0,3027,scrap_web_details_image/no7_profile.png
329,jam_cutepig,大蛇丸,"['喜劇演員', 'FB 臉書粉專：大蛇丸', '🔥合作邀約:請私訊臉書粉絲團！', '📪合作邀約信箱：kevin200458@gmail.com', '🔽YouTube頻道🔽', 'www.youtube.com/channel/UCQd3V4gv_lcLX9SpIVW3wmw?view_as=subscriber']",384,493000.0,133,scrap_web_details_image/jam_cutepig_profile.png
330,hcfiona,🌈Fi On A♉,"['公眾人物', '@hcftravelmap #fi系旅遊', 'uplive id: hcfiona512', '#🇭🇰#modeling#KOL#foodiehk#travelholic#手機攝影', 'Feel free to DM for jobs and collaboration💕', '🛫🌍🎤💆🎯📷🎶🏸🎞🍉🍽♨🛀🐈🐕🍷🎡🎆', 'www.facebook.com/pages/-fIfI-%E6%B5%B7%E6%99%B4-/163939367779?ref=ts&fref=ts']",1980,13000.0,847,scrap_web_details_image/hcfiona_profile.png
331,iamkennethlau,Kenneth Lau,"['公眾人物', '🇭🇰+852 English Tutor・Exam Strategist・Grammarian・Linguist・Perfectionist', 'Aim high. Dream big. Fly far.', '➡️YouTube: Engage English Channel', '@engagechannel', 'www.beacon.com.hk/leaflet/mobile/kennethlau.php']",4097,56000.0,1898,scrap_web_details_image/iamkennethlau_profile.png
332,levis,Levi's,"['服裝（品牌）', 'BUY BETTER. WEAR LONGER.', '#buybetterwearlonger', 'like2b.uy/levis']",4006,7491000.0,2203,scrap_web_details_image/levis_profile.png
333,53yfp,肥蛙工廠 mandies kwok （ *_* ）,"['個人部落格', 'まだ仕事が終わらなさそうです。', '🔥🥊衝啊～一齊闖關吧(｀_´)', '肥蛙:@mandieskwok', '迪巴:@53hamster', 'FACEBOOK: 肥蛙-mandies kwok', '.', 'job contact: 52608293 (whatsapp)', 'mandieskwok.shoplineapp.com']",319,254000.0,730,scrap_web_details_image/53yfp_profile.png
334,kasin520,Ka Sin,"['純屬好玩', 'Keep educating yourself', 'be a lifelong learner🌱', 'Contact📨: chankasin520@gmail.com', 'Facebook🥂:kasinbb520', 'Subscribe my YouTube channel👇🏻', 'www.youtube.com/c/KaSinChan']",856,204000.0,899,scrap_web_details_image/kasin520_profile.png
335,skechershk,SKECHERS HK OFFICIAL INSTAGRAM,"['購物與零售', ""SKECHERS raised in California since '92. We bring footwear to the world. Share your #skechershk style."", 'www.skechers.com.hk']",2180,10000.0,738,scrap_web_details_image/skechershk_profile.png
336,dearjaneofficial,DearJane,"['音樂家／樂團', 'Dear Jane樂隊，主音：Tim，結他手：Howie，低音結他手：Jackal，鼓手：Nice▪️ Job enquiry： Beyond Tang via beyond.Tang@warnermusic.com', '🎵 <地球空心論2.0 > 各大音樂平台上架', 'dearjane.lnk.to/HollowEarth2-0', 'hinscheung 和 mikeeeee___ 都在追蹤']",2143,127000.0,885,scrap_web_details_image/dearjaneofficial_profile.png
337,margaretzhang,Margaret Zhang 章凝,"['電影導演', 'VOGUE']",3423,1567000.0,63,scrap_web_details_image/margaretzhang_profile.png
338,thefoodpunch,The Food Punch,"['社群', 'Is your food punched?', 'Mumbai,Bangalore,Pune,Delhi,Goa.', 'DM us to get featured or use #thefoodpunch', 'SC,Z,Fb: thefoodpunch', '📨: thefoodpunched@gmail.com', 'www.thefoodpunch.in']",3068,81000.0,665,scrap_web_details_image/thefoodpunch_profile.png
339,joelshanchung,陳山聰 𝕵𝖔𝖊𝖑𝕮𝖍𝖆𝖓,"['藝術家', '@shawbrotherspictures', '有關工作查詢請聯絡', 'Mr. Kenneth Wong', '經理人Mobile:+(852) 94979172', '微信ID :kennethwong221', 'Email :Kenneth.wong@shawbrothers.hk', 'www.facebook.com/profile.php?id=100044489524008', 'hinscheung 和 mikeeeee___ 都在追蹤']",3170,310000.0,1752,scrap_web_details_image/joelshanchung_profile.png
340,callstar.assemble,集合吧! C AllStar 應援小隊⭐️🌎[非官方],"['音樂家／樂團', '【👇應援及眾籌Link in Bio!👇】', '一同為身為#CAllFans 感到驕傲🚀', '宣揚CAllStar的音樂、團隊一直以來為廣東樂壇的付出', '與香港人同呼同吸❤️', '2021最新#年度專輯 #人類世 已經推出', '#年度歌曲 #留下來的人', '#CAllStar #時代紀錄者', 'linktr.ee/callstar.assemble']",38,1472.0,65,scrap_web_details_image/callstar.assemble_profile.png
341,zpecial_hk,Zpecial,"['音樂家／樂團', '康聰 @eddyhong_zpecial', 'Mike @mike_zpecial', '達明 @tatming_zpecial', 'Waiyin @waiyin118_zpecial', 'E-mail：zpecial@puremusic.com.hk', 'Phone : +852 9658 7758', 'TG：👇🏻', 't.me/+BD-T-WcgS9c2NTNl', 'hinscheung 在追蹤']",114,11000.0,12,scrap_web_details_image/zpecial_hk_profile.png
342,amy.chai.is.drawing,Amy Chai . 艾美仔,"['✍️illustrator', 'FB : 艾美仔 is drawing', '✉️ amy.chai.is.drawing@gmail.com', '.', '新書《請多多指教 —— 365日紙婚考驗》', 'm.facebook.com/amychaiisdrawing']",489,2043.0,467,scrap_web_details_image/amy.chai.is.drawing_profile.png
343,_chellechan,Chelle Chan 🌝,"['Photographer, traveller & day dreamer☁️', '📍Hong Kong🇭🇰', '📩chellechan@hotmail.com', 'www.chellechan.com']",486,3109.0,1270,scrap_web_details_image/_chellechan_profile.png
344,terencelam0903,林家謙 Terence Lam,"['音樂家／樂團', 'extraordinarily ordinary', 'teamterencelam@gmail.com', '#某種老朋友 🍂', 'terencelam0903.com/regression', 'hinscheung 和 mikeeeee___ 都在追蹤']",153,275000.0,394,scrap_web_details_image/terencelam0903_profile.png
345,ashaetc,ᴀ ꜱ ʜ ᴀ 徐㴓喬 CQ,"['work enquiries 📩 yuenttse@gmail.com', '-', '👇🏻寫真PHOTOGRAPHY BOOK', 'www.uppity.hk/charityphotography', 'zenokoo 和 hinscheung 都在追蹤']",540,146000.0,208,scrap_web_details_image/ashaetc_profile.png
346,sonyaaa_ly,Sonya Lai,[],91,1402.0,2842,scrap_web_details_image/sonyaaa_ly_profile.png
347,rucochan,陳展鵬（香港）,"['商品／服務', '工作請聯繫經理人@kennethwong_221', '公司電話: (852) 2335 2106', '手提電話: (852) 9497 9172', '微信ID: kennethwong221', '電郵: kenneth.wong@tvb.com.hk']",371,422000.0,207,scrap_web_details_image/rucochan_profile.png
